video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
이것 안좋은 사람은 수영하지마세요 🚨 ｜ 수영 영법 별 주의할 점.mp4,health,health,unknown,370.2,0.881,0.1134,0.446,0.939,108.6904,39.4444,0.43,106.2444,48.2096,0.34,11.286,8.5845,0.19,16.1753,10.9936,0.56,81.4936,28.5577,3.0,12.7418,10.7891,0.0,173.8058,10.29,92.37,0.0232,0.0192,0.0,7.2953,8.4996,0.0,0.0195,0.0152,0.0,34.3392,26.9159,0.01,6.7196,9.1549,0.01,0.178,0.1053,0.0001,0.1323,0.0816,0.0001,0.1997,0.0417,0.0037,3.2045,3.6748,1.1757,2.5478,3.7966,0.2438,4.2843,3.0513,1.8577,4.196,3.1175,1.3402,0.0485,0.0567,0.0,0.0487,0.0622,0.0
중년 노년 최고의 하체운동이 자전거인 7가지 이유.mp4,health,health,unknown,415.33,0.624,0.1351,0.418,0.545,136.7299,49.6936,0.45,134.4619,47.1826,1.01,41.0973,45.1825,0.5,37.4399,45.3219,0.36,82.9291,43.5298,1.26,26.4867,24.4567,0.01,144.9554,49.1248,0.75,0.0355,0.0591,0.0,23.9077,24.9875,0.0,0.0194,0.0341,0.0,27.2213,33.6027,0.03,16.1667,19.6894,0.0,0.141,0.1632,0.0001,0.1464,0.1282,0.0001,0.1081,0.07,0.0017,9.9819,15.8179,0.2931,9.3164,16.138,0.1447,10.3993,19.8252,0.5312,10.3662,19.9128,0.6802,0.0787,0.1119,0.0,0.0818,0.1194,0.0
중년 수영 사후관리 5가지.mp4,health,health,unknown,143.5,0.606,0.134,0.38,0.533,106.9414,61.9011,1.29,106.1145,55.9505,1.51,39.6798,40.085,0.47,31.7056,34.2088,0.42,78.9142,47.1646,1.53,26.3108,26.9806,0.01,152.2388,38.9511,0.09,0.0699,0.0819,0.0001,34.3171,30.5104,0.05,0.0391,0.045,0.0002,36.8045,33.2751,0.08,23.244,24.1284,0.06,0.3423,0.4094,0.0002,0.1364,0.15,0.0002,0.1784,0.1483,0.0017,10.0043,27.1685,0.5417,9.4886,27.2319,-0.1239,9.4817,30.375,-1.4664,9.4749,30.2482,-0.2065,0.1911,0.3143,0.0,0.1978,0.3273,0.0
중년 이 운동이면 건강 좋아질수 있어요^^.mp4,health,health,unknown,365.0,0.663,0.1249,0.406,0.655,120.0912,57.7374,1.54,126.0997,56.1973,1.18,49.3555,47.22,0.65,53.9439,50.9832,0.53,63.9041,52.8308,1.21,27.0828,22.5079,0.04,138.6756,50.343,0.22,0.044,0.0575,0.0001,35.5524,26.9868,0.03,0.027,0.0347,0.0,31.1249,36.0419,0.0,22.9677,32.3229,0.01,0.161,0.1533,0.0004,0.0983,0.1207,0.0001,0.0912,0.0789,0.0006,17.4799,43.1579,0.1118,17.3047,43.7137,0.4685,16.482,34.6928,0.2828,16.4048,34.8784,0.2521,0.0708,0.1084,0.0,0.0715,0.1128,0.0
중년 허리에 제일 좋은 운동 #중년 온동 #중년 #건강 #운동 #허리건강 #활기찬노년 #함께운동 #중년허리.mp4,health,health,unknown,216.5,0.67,0.1339,0.358,0.626,121.9621,55.7159,0.66,122.6804,55.9874,0.86,29.1409,33.3315,0.31,30.5397,34.0502,0.24,83.1798,51.2794,2.14,24.5171,19.6254,0.0,152.3967,34.0482,0.12,0.0418,0.0519,0.0001,24.771,27.4891,0.03,0.028,0.0291,0.0001,31.8874,37.0257,0.02,16.617,22.6172,0.01,0.2032,0.2018,0.0002,0.2314,0.214,0.0,0.1585,0.0858,0.0003,11.9028,62.7598,0.6935,11.0277,63.0203,-0.8449,12.783,97.1453,-0.4114,13.0826,104.7118,-0.0045,0.135,0.1979,0.0,0.141,0.2074,0.0
중년에게 가장 필요한 간편한 하체 운동 2가지.mp4,health,health,unknown,346.5,0.753,0.1068,0.402,0.858,134.5756,48.8002,0.56,128.3906,50.6995,0.41,38.1982,40.8664,0.19,45.3212,46.8506,0.25,56.0261,50.8271,1.42,23.5225,19.4949,0.04,144.7077,46.7508,0.3,0.0278,0.0339,0.0,30.8586,28.6212,0.02,0.0198,0.0241,0.0,26.4184,33.406,0.01,18.5278,30.8186,0.0,0.146,0.1568,0.0,0.0902,0.1034,0.0001,0.0773,0.0636,0.0009,13.9263,21.7884,0.1675,13.9106,23.5072,0.4456,16.6381,33.046,0.0415,15.9539,32.7268,0.1593,0.0511,0.107,0.0,0.052,0.1072,0.0
중년여성 다이어트의 운동방법.mp4,health,health,unknown,409.67,0.83,0.1095,0.439,0.975,113.0292,55.0306,0.34,112.0754,55.1888,0.2,24.5,20.0615,0.23,21.0142,18.1299,0.44,110.7396,18.7437,2.3,6.13,11.3127,0.01,171.7067,22.2569,0.62,0.0197,0.0342,0.0,4.775,11.2134,0.0,0.0129,0.0164,0.0,29.6253,36.7711,0.02,7.4322,11.3519,0.0,0.3502,0.2036,0.0032,0.4047,0.1801,0.0043,0.335,0.0696,0.0274,2.2405,1.0916,1.0727,1.059,1.1926,-0.1256,3.5289,1.1062,1.2137,3.5723,1.1679,0.662,0.0704,0.1617,0.0,0.0735,0.1675,0.0
중년의 건강지킴이 수영이 최고인 이유 #수영 #swimming.mp4,health,health,unknown,218.83,0.685,0.146,0.455,0.657,126.6445,54.9355,0.39,119.6313,53.4771,0.47,60.1222,46.7037,0.27,83.3888,55.2066,0.35,86.9993,56.964,1.07,44.3678,29.375,0.02,124.532,55.4464,0.1,0.1325,0.0906,0.0001,56.1136,29.3824,0.03,0.0518,0.0478,0.0,31.2572,31.1144,0.0,39.1987,42.7068,0.02,0.2869,0.3066,0.0001,0.0993,0.1212,0.0001,0.1769,0.0798,0.0023,5.7495,10.0062,0.7532,5.5135,10.1702,0.418,4.3887,9.384,-0.046,4.4553,9.4989,0.0444,0.0828,0.1477,0.0,0.0829,0.1626,0.0
"중년의 수영, 50대 몸에 생긴 놀라운 변화 5가지.mp4",health,health,unknown,135.33,0.798,0.131,0.409,0.713,112.0097,55.1559,0.22,116.1624,56.4065,1.62,42.2033,46.6742,0.34,42.7743,45.4273,0.17,85.5921,49.9409,1.52,24.7078,24.622,0.02,142.4701,50.9951,0.26,0.0508,0.0565,0.0001,30.0989,30.5368,0.04,0.0295,0.0298,0.0,39.2024,40.8914,0.02,18.4518,23.2961,0.03,0.3341,0.3969,0.0,0.2136,0.2369,0.0001,0.1848,0.158,0.0031,9.0677,18.2888,0.9074,8.57,18.2443,-0.4778,9.1645,21.9501,0.4803,9.3525,22.4982,0.5385,0.2183,0.3817,0.0,0.2319,0.3921,0.0
중년이후~ 근감소증이 위험하다~! 노후를 위해 근육을 저축하자~~!.mp4,health,health,unknown,560.89,0.774,0.144,0.424,0.673,121.8287,50.689,1.21,119.3927,54.3358,0.87,34.1229,41.0066,0.18,35.6737,39.2698,0.25,76.2398,52.5243,0.95,28.7577,26.0299,0.02,144.0975,41.4379,0.33,0.0599,0.0722,0.0,34.1658,28.4604,0.02,0.0367,0.0379,0.0,38.6118,37.8522,0.02,18.5714,20.3934,0.01,0.1922,0.2008,0.0,0.1264,0.1198,0.0,0.125,0.0833,0.0005,13.1855,35.0427,0.1447,12.7442,34.9832,-0.9445,13.3027,35.0354,-0.2754,13.3074,34.8462,0.2748,0.0804,0.1012,0.0,0.0797,0.1101,0.0
"중장년 노인에게 딱 맞는 운동 세가지, 중장년 운동 고민하지 마세요.mp4",health,health,unknown,236.9,0.498,0.1281,0.459,0.478,108.4974,55.4603,0.84,116.3552,51.2352,3.34,39.9887,42.1062,0.32,49.7358,49.1341,0.35,77.2885,49.5516,1.02,21.9768,23.2703,0.01,141.141,52.9022,2.17,0.0386,0.0492,0.0,29.5804,25.813,0.03,0.0225,0.0264,0.0,33.2105,35.3201,0.04,29.9085,38.5285,0.03,0.195,0.1776,0.0,0.1166,0.1205,0.0002,0.1146,0.1074,0.0015,11.7802,20.035,0.9926,11.7095,20.2264,0.4134,12.9792,20.5403,1.2383,12.678,20.6599,0.4051,0.0804,0.135,0.0,0.0825,0.1352,0.0
중장년을 위한 추천 운동 -수영편-.mp4,health,health,unknown,59.67,0.251,0.0732,0.432,0.457,112.3155,45.7298,17.5,87.5599,32.7367,39.13,70.305,47.5898,2.18,61.7984,41.4335,2.43,95.3216,45.0566,4.27,28.146,32.6178,0.07,154.803,36.4522,15.4,0.0334,0.0231,0.0009,35.2218,28.6069,3.96,0.0174,0.016,0.0,43.8054,37.2024,0.13,20.0683,22.5551,0.27,0.139,0.1148,0.0322,0.105,0.0981,0.0003,0.0899,0.0688,0.007,10.5969,15.3166,2.0118,9.7704,16.0177,0.9348,9.458,12.081,0.3875,9.4407,11.9997,1.4158,0.0571,0.1177,0.0,0.0603,0.1145,0.0
허리건강  중년 노년에 할수 있는 최고의 운동 수영이 몸에 미치는 영향.mp4,health,health,unknown,123.17,0.438,0.1317,0.375,0.426,112.3777,60.6575,0.45,103.7313,59.1348,0.89,43.736,48.8842,0.6,44.2696,46.2202,0.48,76.8852,48.7835,2.02,22.0916,20.82,0.19,122.7887,48.6999,3.44,0.0357,0.0516,0.0,27.3817,24.2041,0.01,0.0184,0.0253,0.0003,31.0646,33.4878,0.08,19.0953,24.1322,0.01,0.169,0.214,0.0003,0.1247,0.1896,0.0002,0.1036,0.089,0.0014,17.0861,38.5107,0.3179,17.0349,39.0743,0.5183,12.4952,24.7163,0.7036,11.9733,24.2611,-1.406,0.0989,0.1871,0.0,0.1029,0.1988,0.0
🏃‍♂️ 중년 러너의 숨겨진 적： 관절염과 골다공증 완전 정복 🏃‍♀️ EP.31.mp4,health,health,unknown,401.83,0.52,0.0763,0.687,1.0,79.26,42.9212,1.75,90.6463,43.4545,2.01,11.285,5.5971,0.5,11.2014,2.6631,1.32,164.8034,9.7238,101.39,1.9042,1.7776,0.0,178.0312,1.6712,162.28,0.0052,0.0036,0.0,3.9813,2.7314,0.0,0.0026,0.0021,0.0,50.2227,35.4471,0.0,5.743,3.4779,0.0,0.1109,0.0192,0.0504,0.0571,0.0243,0.0003,0.0755,0.0086,0.0414,12.3789,1.0306,9.8979,11.6554,1.0547,9.4119,6.536,0.6247,5.0326,6.5595,0.5416,5.2589,0.0149,0.0121,0.0,0.0139,0.0111,0.0
🏊당신이 수영하면 어깨가 아픈 이유.mp4,health,health,unknown,328.0,0.802,0.1121,0.47,0.959,127.5454,60.168,0.23,132.1653,57.5446,0.27,54.2381,44.0541,0.23,50.7558,43.0249,0.2,68.7888,57.4603,1.07,37.7221,31.7474,0.0,146.3158,35.641,1.3,0.0705,0.0665,0.0,44.3775,33.1903,0.01,0.0341,0.0285,0.0,30.7498,42.8989,0.03,19.1272,32.4896,0.0,0.3797,0.2938,0.0001,0.1486,0.1841,0.0,0.1751,0.1234,0.0013,5.2353,9.7582,0.2614,4.9333,10.4178,-0.0786,11.6354,24.5035,-1.2761,10.9748,22.3169,-0.6146,0.0577,0.1368,0.0,0.062,0.1512,0.0
＂나이 들수록 수영하면 좋아지는 4 가지＂.mp4,health,health,unknown,206.5,0.649,0.1303,0.42,0.635,108.6619,55.1746,0.36,104.7958,56.1124,0.35,38.7777,42.1204,0.16,35.5975,40.6344,0.24,76.5346,45.3285,1.23,25.5377,21.276,0.03,139.913,48.7181,0.56,0.062,0.0815,0.0001,29.4241,30.668,0.01,0.0392,0.0452,0.0002,36.5123,36.3799,0.02,18.6608,22.6014,0.02,0.3004,0.3162,0.0001,0.1873,0.1826,0.0,0.1834,0.1222,0.0035,7.7918,17.3438,0.2477,7.1901,17.4787,-0.1996,6.8106,9.6202,0.3639,6.9361,9.6613,0.5483,0.1566,0.2672,0.0,0.1629,0.2742,0.0
#1 Mistake Masters Swimmers Make in Freestyle.mp4,masters,hobby,unknown,91.33,0.832,0.1613,0.549,0.715,141.8913,40.9075,3.7,137.6356,41.1986,2.1,112.7001,50.6221,0.88,103.2685,49.937,1.17,75.8574,46.2204,2.04,42.203,24.3666,0.26,134.3277,49.0923,3.65,0.0692,0.0512,0.0001,55.0139,24.4324,0.14,0.0346,0.0274,0.0,31.7737,34.1143,0.24,38.534,33.3367,0.01,0.1798,0.1309,0.0,0.0885,0.0693,0.0003,0.0849,0.0461,0.002,10.7159,22.0986,0.7268,10.2603,19.4176,0.9682,7.594,14.6706,0.3512,8.6076,15.8,0.0849,0.0618,0.0581,0.0,0.0505,0.0463,0.0
2 Drills to Improve Your Backstroke Pull 😃.mp4,masters,hobby,unknown,56.67,0.865,0.1981,0.433,0.62,105.3696,54.922,2.1,114.6518,53.3636,1.46,67.8535,53.4456,1.07,67.3529,53.9416,0.82,78.1885,55.2805,1.6,27.8005,18.168,0.05,126.4915,60.8944,0.44,0.0873,0.0724,0.0,56.6681,24.5085,0.03,0.0479,0.0398,0.0001,45.5553,39.0825,0.18,26.1261,23.9917,0.03,0.1504,0.1008,0.0002,0.0676,0.0666,0.001,0.1028,0.0687,0.0015,12.9228,32.5745,0.6828,13.0497,32.0372,0.8738,11.7711,25.0359,0.7529,11.8775,23.6809,1.1415,0.0738,0.0394,0.0,0.0721,0.0452,0.0
2 Drills to Improve Your Swim Starts.mp4,masters,hobby,unknown,44.5,0.764,0.1571,0.327,0.677,153.044,38.7103,5.92,153.4331,38.7316,2.95,119.7526,55.4536,2.85,115.8364,56.9892,1.72,26.9688,39.4629,2.3,39.3702,27.079,0.67,118.8476,51.2752,1.03,0.0293,0.0266,0.0005,61.0328,27.5064,2.02,0.0201,0.0233,0.0001,11.3908,17.1167,0.01,9.6396,13.4808,0.05,0.2483,0.2146,0.0006,0.0186,0.0234,0.0001,0.0363,0.0297,0.0016,29.3826,34.3557,4.2441,29.7031,34.3453,4.5741,17.1521,26.2009,-0.1915,16.5764,25.63,0.3057,0.0575,0.0532,0.0,0.064,0.0571,0.0
2023 고양 전국 마스터즈 수영대회 접영 50m.mp4,masters,hobby,unknown,50.0,0.3,0.1408,0.6,0.225,119.6238,52.2397,9.26,118.6085,52.6739,4.55,98.0328,59.4448,3.01,93.7707,57.0903,1.74,63.9883,57.5093,3.13,39.8323,22.459,1.09,111.8366,54.062,5.07,0.0302,0.0217,0.0006,62.5506,23.5814,1.29,0.0201,0.014,0.0013,33.7894,35.1534,0.02,26.8692,28.2191,0.26,0.06,0.0463,0.0013,0.0279,0.0226,0.0017,0.0362,0.0207,0.0019,37.8612,67.4544,3.058,37.8956,67.5335,3.8068,32.8136,57.1035,0.6077,32.9232,57.7072,0.5249,0.093,0.0852,0.0,0.0892,0.0827,0.0
2024 김천마스터즈수영대회 남자 자유형50m.mp4,masters,hobby,unknown,42.22,0.332,0.1016,0.333,0.508,94.5886,60.549,1.83,114.7821,57.791,2.89,69.3994,57.4333,1.41,61.1474,60.4817,1.08,54.9238,50.4959,3.21,31.4319,25.1944,0.12,135.3408,54.709,1.58,0.0277,0.0331,0.0004,49.9826,30.6654,1.16,0.0189,0.021,0.0003,41.2814,39.7481,0.36,21.2037,24.8973,0.07,0.1074,0.0656,0.0009,0.0215,0.0197,0.0001,0.0371,0.0303,0.0034,20.5215,22.8137,1.003,20.6417,23.129,1.0977,26.628,31.0864,1.3551,26.273,31.348,2.9009,0.0545,0.064,0.0,0.0559,0.0635,0.0
2025 오산 전국 마스터즈 수영대회 #수영.mp4,masters,hobby,unknown,445.83,0.467,0.108,0.387,0.49,88.9067,58.4588,0.58,84.9843,55.765,0.48,32.6089,39.3712,0.27,33.9628,40.1864,0.27,77.676,50.3777,2.56,20.3784,18.4016,0.08,142.144,52.4141,0.61,0.0209,0.0217,0.0,26.2362,26.3911,0.01,0.0146,0.0147,0.0,47.8027,44.4191,0.09,17.525,20.9941,0.01,0.16,0.1297,0.0002,0.0589,0.0509,0.0001,0.0679,0.0421,0.0009,16.1034,31.7254,-0.3267,15.6185,31.9346,-0.7588,21.1563,52.7137,0.1534,21.0994,53.2715,0.1605,0.0774,0.0977,0.0,0.0811,0.0986,0.0
2025 완주군수배 전국마스터즈 수영대회(개인혼영100M⧸ 2레인).mp4,masters,hobby,unknown,99.58,0.251,0.0667,0.284,0.564,111.8284,59.075,3.62,114.131,59.5726,2.52,26.6557,27.8221,1.59,27.8283,30.6562,1.22,73.8832,40.0314,1.5,15.0848,19.5632,0.01,162.7242,34.1813,0.78,0.0094,0.0172,0.0,18.6044,25.1599,0.02,0.0052,0.0104,0.0001,27.336,34.2478,0.01,19.2066,23.4671,0.08,0.0587,0.0452,0.0003,0.0346,0.0237,0.0002,0.035,0.0174,0.0012,27.2187,40.4447,0.3359,26.5131,41.4066,0.405,11.9044,13.0026,1.4549,11.9564,13.9553,2.2971,0.0318,0.0519,0.0,0.0331,0.0553,0.0
2025 춘천 소양강배 전국 마스터즈 수영대회 초등4학년 평영50.mp4,masters,hobby,unknown,53.2,0.244,0.084,0.253,0.446,116.9848,54.3666,4.93,123.9724,56.5433,3.08,61.2915,54.2668,1.92,52.0114,49.0783,1.46,82.3223,57.0491,4.23,26.145,28.0374,0.12,106.8987,69.3612,2.65,0.0158,0.0195,0.0,42.2996,34.0346,0.06,0.0122,0.0136,0.0001,35.2336,38.9336,0.2,20.2339,31.286,0.01,0.062,0.0567,0.0012,0.0202,0.019,0.0,0.0288,0.0181,0.0009,36.9421,65.0352,0.2106,37.2371,64.7451,0.0477,53.102,109.9186,1.4283,53.1221,110.8509,0.8147,0.0453,0.0563,0.0,0.0444,0.056,0.0
20251102 제5회 양산시장배 전국마스터즈 수영대회 핀자유형 100 박솔지.mp4,masters,hobby,unknown,80.0,0.212,0.0628,0.27,0.464,116.8132,59.5307,3.35,113.3375,62.4125,3.39,46.3775,54.4185,0.95,44.0468,53.9643,1.63,71.6729,39.25,5.52,21.4471,24.8021,0.07,166.3865,26.5648,9.07,0.0067,0.0071,0.0,19.0614,20.4033,0.12,0.0033,0.005,0.0,38.2753,42.9466,0.25,22.0755,31.2439,0.03,0.0591,0.0496,0.0001,0.0263,0.0157,0.0,0.0251,0.0105,0.0006,32.9714,55.6815,1.2175,32.3775,55.4533,0.3552,28.3105,45.4164,7.9953,28.4595,45.855,7.5788,0.0245,0.0355,0.0,0.0251,0.0369,0.0
2025화성특례시 전국마스터즈 수영대회 영상.mp4,masters,hobby,unknown,115.61,0.683,0.118,0.365,0.716,100.0958,60.0099,0.38,111.5146,51.6213,1.38,27.4701,32.0568,0.41,24.5922,29.2588,0.21,73.131,46.1228,1.63,21.7548,19.5674,0.0,156.7703,39.1128,3.3,0.0283,0.0289,0.0,23.5546,25.7791,0.01,0.0207,0.0188,0.0001,44.1109,44.1499,0.1,11.5429,18.6203,0.01,0.1977,0.1279,0.0009,0.1627,0.1558,0.0001,0.1193,0.0673,0.0049,7.9626,9.0256,0.5692,7.0883,9.2548,0.4198,9.227,10.8578,0.8396,9.3362,10.4503,1.1844,0.091,0.1125,0.0,0.0937,0.1184,0.0
20대 몸보다 더 좋은 50대 ㅣ 60대 접영이 35초대 ㅣ 접영 남자 50대 60대 ㅣ 27초50 ㅣ 2024 안산 시장배 전국 마스터즈 수영대회 - 2024.09.08.mp4,masters,hobby,unknown,296.63,0.576,0.1198,0.433,0.563,113.4487,56.6821,1.37,125.1197,52.1732,1.76,44.0953,49.2932,0.31,42.5932,47.4398,0.92,77.2467,50.0551,1.35,23.2408,24.4183,0.03,128.2907,60.8641,0.55,0.0296,0.0419,0.0,32.5392,28.3023,0.0,0.016,0.0218,0.0,37.2098,39.5937,0.02,23.1526,28.1272,0.04,0.1605,0.2165,0.0,0.0871,0.1105,0.0,0.082,0.0825,0.0003,26.8838,79.1493,0.5328,26.8569,80.1757,0.1364,36.8461,129.3234,-1.4329,36.8278,127.5034,-0.0118,0.0951,0.1412,0.0,0.0973,0.1514,0.0
25⧸10⧸19 고양 전국 마스터즈 수영대회 접영 50m.mp4,masters,hobby,unknown,42.54,0.893,0.1398,0.318,0.727,80.2517,51.4488,2.05,88.6785,48.1724,3.92,45.2595,47.8469,0.63,47.5387,47.0726,1.07,73.7092,53.4413,3.2,19.0525,18.7181,0.19,90.1994,73.3963,0.55,0.0176,0.0261,0.0,24.9206,23.1593,0.02,0.0119,0.0152,0.0001,30.8268,29.6991,0.42,18.5033,19.1296,0.08,0.162,0.0836,0.0027,0.0507,0.0537,0.0012,0.0518,0.043,0.0009,14.223,20.206,0.2134,14.7788,20.5779,0.3162,51.9328,101.1738,4.5919,52.188,100.796,5.1508,0.0713,0.0602,0.0,0.0689,0.063,0.0
3 Drills to Improve Your Breaststroke Distance Per Stroke ✅.mp4,masters,hobby,unknown,100.5,0.965,0.1562,0.434,0.738,132.6073,49.5212,2.07,132.4801,48.7545,2.25,75.6534,60.5378,0.61,72.5947,62.9993,0.43,67.6385,51.4956,1.49,38.0868,25.2895,0.08,142.2247,45.0103,2.04,0.0658,0.0471,0.0,51.8877,23.4703,0.23,0.0398,0.0238,0.0002,35.1085,38.3362,0.13,23.659,26.3238,0.09,0.1732,0.1297,0.0001,0.0764,0.0724,0.0002,0.0866,0.0475,0.0009,11.4135,32.2355,1.177,11.5077,32.6345,1.3182,9.8983,26.9286,0.0773,9.5599,25.868,0.3874,0.0703,0.0488,0.0,0.0739,0.0559,0.0
4 Common Flip Turns Mistakes Swimmers Make! 😬.mp4,masters,hobby,unknown,391.64,0.539,0.1109,0.338,0.766,139.1945,43.801,0.78,141.8776,42.2421,1.51,94.0249,61.4082,0.3,91.498,61.5341,0.48,50.6858,55.9614,1.85,35.2225,25.1061,0.01,144.2987,43.7127,0.46,0.034,0.0297,0.0,51.9641,29.8103,0.04,0.0208,0.0176,0.0,27.7231,33.0439,0.01,23.6697,30.7358,0.01,0.0809,0.0819,0.0002,0.0821,0.1275,0.0,0.0656,0.0742,0.0003,27.9157,86.0953,1.0173,28.0349,89.031,0.1493,29.9443,85.8507,1.2851,30.1482,89.9289,1.3045,0.041,0.0785,0.0,0.0393,0.0778,0.0
4⧸20포항마스터즈수영대회 중년접영50m @Leau_swim.mp4,masters,hobby,unknown,39.57,0.303,0.1148,0.499,0.256,100.7652,56.1482,5.04,128.7139,57.266,11.57,33.9275,33.9415,4.74,37.4893,42.7684,0.9,89.8521,36.5487,10.39,19.6277,16.3467,0.58,164.0374,24.2555,31.5,0.0231,0.0221,0.0002,31.0957,21.3322,0.28,0.0111,0.0112,0.0003,55.0716,46.9925,1.28,23.1152,26.3589,0.08,0.0828,0.0561,0.0002,0.0421,0.0268,0.0003,0.0445,0.0234,0.0039,16.823,33.2843,1.0366,16.2633,33.3863,0.2298,21.1536,23.4125,3.0459,20.6878,24.2844,2.3415,0.0852,0.0864,0.0,0.0848,0.0861,0.0
Backstroke Swimming Kick ⧸⧸ Tip 3 ⧸⧸ Two Phases of the Backstroke Kick.mp4,masters,hobby,unknown,130.34,0.844,0.1859,0.362,0.848,132.4413,47.5522,1.39,136.3189,46.9827,1.58,73.5468,61.9727,0.27,67.8238,59.5083,1.0,66.2115,57.1009,2.07,34.3901,23.4509,0.13,153.0263,42.5694,1.72,0.0678,0.0647,0.0001,56.8943,31.4196,0.11,0.041,0.0387,0.0002,36.8197,38.0525,0.01,40.679,45.2025,0.01,0.0687,0.0542,0.0006,0.1397,0.1348,0.0001,0.1093,0.0882,0.0031,11.861,17.9615,0.6345,11.152,17.9623,0.2343,10.4412,14.7498,0.9039,10.5851,14.6558,0.0961,0.0601,0.0847,0.0,0.0595,0.0899,0.0
Backstroke Swimming Kick ⧸⧸ Tip 5 ⧸⧸ Common Kicking Mistakes.mp4,masters,hobby,unknown,147.44,0.977,0.1997,0.417,0.906,143.5886,41.6607,1.03,144.3325,41.5369,2.26,69.5917,57.8208,0.57,70.1947,59.2569,0.5,61.2346,60.797,1.33,31.5637,20.9789,0.28,165.2939,20.4867,1.88,0.0665,0.0588,0.0002,52.2636,28.352,0.15,0.0439,0.0364,0.0001,31.1819,36.5955,0.03,43.9631,47.5065,0.01,0.0955,0.0943,0.0,0.151,0.1375,0.0,0.1028,0.0777,0.0034,10.6303,14.5937,0.1565,9.5153,14.9292,0.1443,9.21,12.6617,-0.2574,9.0819,12.1312,0.0781,0.0578,0.0869,0.0,0.0582,0.0875,0.0
Freestyle Swimming Breathing ｜  Lesson 6 ｜ When to Inhale and Exhale.mp4,masters,hobby,unknown,102.19,0.607,0.1518,0.366,0.711,140.8782,44.686,3.87,145.2186,40.5555,4.71,72.7348,64.7255,1.8,77.2307,64.2862,1.05,82.3782,64.1312,1.35,39.1814,29.9494,0.1,156.8694,32.1017,8.29,0.0643,0.0611,0.0,51.8356,33.9115,0.0,0.0425,0.0374,0.0004,28.1381,35.4062,0.07,32.0244,40.0827,0.13,0.0652,0.0683,0.0002,0.1945,0.1765,0.0001,0.1472,0.1124,0.005,11.2434,17.5367,-1.2246,10.5581,17.4296,-0.7282,10.3849,11.9348,0.9167,10.459,11.9222,1.2084,0.0633,0.1325,0.0,0.0607,0.1305,0.0
Freestyle Swimming Pull ｜ Lesson 1 ｜ The Basics of a Great Freestyle Pull.mp4,masters,hobby,unknown,93.64,0.438,0.1179,0.457,0.551,142.3974,31.4141,9.82,134.6894,42.8946,2.34,62.7736,54.0948,0.6,56.2809,45.7701,1.71,108.7341,63.6513,1.97,33.8768,30.756,0.06,138.6435,56.1197,0.59,0.0588,0.0587,0.0,39.6126,32.9458,0.01,0.0361,0.0289,0.0001,32.0631,36.1484,0.13,25.6457,32.6456,0.0,0.1613,0.1065,0.0004,0.3016,0.31,0.0002,0.1918,0.1476,0.002,11.2029,23.7046,0.8149,10.5824,24.4655,0.2182,11.4098,20.9823,0.9489,11.3211,20.7617,1.3002,0.0825,0.1947,0.0,0.0859,0.196,0.0
How to Breathe Correctly During Backstroke.mp4,masters,hobby,unknown,85.29,0.797,0.1714,0.384,0.719,105.0165,60.1902,0.88,106.805,63.2293,0.43,46.0162,50.2495,0.64,46.3732,47.6512,0.81,85.613,55.4985,1.52,22.3277,22.2135,0.01,133.594,56.3899,1.75,0.0609,0.0573,0.0001,42.2252,31.3294,0.26,0.0357,0.0344,0.0001,41.6281,42.7284,0.01,29.1853,39.4937,0.06,0.2409,0.2919,0.0001,0.1374,0.1332,0.0008,0.1422,0.0954,0.0037,8.655,13.572,1.0892,8.0461,13.8362,0.0795,11.1793,19.8816,0.2214,10.9163,19.3292,0.5341,0.1434,0.155,0.0,0.1525,0.1695,0.0
